0.0,0,175267.0
1.3,5,175100.0
1.4,11,174933.0
1.5,17,174733.0
1.6,26,174500.0
1.7,33,174300.0
1.8,39,174133.0
1.9,45,173967.0
2.0,52,173767.0
2.1,59,173567.0
2.2,66,173367.0
2.3,74,173167.0
2.4,81,172967.0
2.5,87,172767.0
2.6,93,172567.0
2.7,100,172367.0
2.8,110,172133.0
2.9,117,171967.0
3.0,124,171767.0
2.8,125,171733.0
3.1,131,171567.0
3.2,137,171367.0
3.3,143,171167.0
3.4,151,170967.0
3.5,158,170767.0
3.6,166,170567.0
3.7,173,170367.0
3.8,180,170167.0
3.9,184,170033.0
4.0,192,169800.0
4.1,199,169600.0
4.2,210,169400.0
4.3,271,169200.0
4.4,321,169033.0
4.5,383,168800.0
1.6,390,168600.0
1.7,396,168400.0
1.8,402,168200.0
1.9,410,168000.0
2.0,418,167767.0
2.1,424,167633.0
2.2,432,167367.0
2.3,437,167233.0
2.4,444,167033.0
2.5,452,166833.0
2.6,459,166633.0
2.7,467,166400.0
2.8,473,166200.0
2.9,480,166000.0
3.0,485,165833.0
3.1,494,165700.0
9.1,495,165700.0
9.2,496,165700.0
9.3,498,165700.0
9.4,500,165666.0
9.5,503,165600.0
9.6,505,165533.0
7.5,507,165466.0
9.7,508,165433.0
7.4,510,165400.0
9.8,514,165266.0
1.3,515,165233.0
1.4,522,165033.0
1.5,530,164800.0
1.6,537,164600.0
1.7,545,164400.0
1.8,552,164200.0
1.9,555,164066.0
2.0,563,163866.0
1.8,564,163833.0
2.1,574,163600.0
2.2,580,163400.0
2.3,586,163200.0
2.4,592,163033.0
2.5,599,162833.0
2.6,607,162633.0
2.7,614,162433.0
2.8,619,162266.0
2.9,627,162066.0
3.0,634,161866.0
3.1,641,161633.0
3.2,648,161466.0
3.3,653,161300.0
3.4,662,161100.0
3.5,670,160866.0
3.6,677,160666.0
3.7,684,160433.0
3.8,691,160266.0
3.9,696,160100.0
4.0,704,159866.0
4.1,710,159700.0
4.2,717,159500.0
4.3,724,159333.0
4.4,730,159133.0
4.5,737,158933.0
4.6,744,158733.0
4.7,751,158533.0
4.8,758,158333.0
4.9,764,158166.0
5.0,774,158000.0
0.1,777,157900.0
0.2,783,157700.0
0.3,790,157500.0
0.4,798,157300.0
0.5,805,157100.0
0.6,811,156933.0
0.7,816,156766.0
0.8,822,156566.0
0.9,828,156433.0
1.0,830,156333.0
0.9,833,156266.0
0.8,834,156266.0
0.9,835,156233.0
1.0,841,156100.0
1.1,847,155933.0
1.2,853,155766.0
1.3,857,155600.0
1.4,862,155433.0
1.5,870,155266.0
1.6,877,155033.0
1.7,881,154933.0
1.8,889,154733.0
1.9,895,154566.0
2.0,900,154400.0
2.1,904,154233.0
2.2,910,154066.0
2.3,918,153866.0
2.4,924,153700.0
2.5,929,153566.0
2.6,935,153400.0
2.7,943,153166.0
2.8,948,153033.0
2.9,953,152900.0
3.0,958,152733.0
3.1,966,152533.0
3.2,972,152366.0
3.3,979,152200.0
3.4,982,152066.0
3.5,990,151833.0
3.6,995,151666.0
3.7,1001,151533.0
3.8,1009,151266.0
3.9,1013,151200.0
4.0,1018,151033.0
3.8,1020,150966.0
4.1,1027,150800.0
4.2,1031,150666.0
4.3,1038,150500.0
4.4,1044,150333.0
4.5,1049,150166.0
4.6,1055,150000.0
4.7,1062,149800.0
4.8,1068,149633.0
4.9,1074,149500.0
5.0,1079,149333.0
5.1,1084,149166.0
5.2,1092,148966.0
5.3,1096,148800.0
5.4,1103,148633.0
5.5,1109,148466.0
5.6,1116,148266.0
5.7,1122,148133.0
5.8,1128,147966.0
5.9,1133,147766.0
6.0,1138,147633.0
6.1,1145,147433.0
6.2,1151,147266.0
6.3,1158,147066.0
6.4,1165,146900.0
6.5,1168,146766.0
6.6,1174,146600.0
6.7,1181,146400.0
6.8,1187,146266.0
6.9,1194,146066.0
7.0,1198,145933.0
7.1,1207,145700.0
7.2,1210,145566.0
7.3,1216,145400.0
8.0,1220,145333.0
7.4,1223,145233.0
7.5,1228,145066.0
7.6,1234,144900.0
7.7,1241,144733.0
7.8,1248,144566.0
7.9,1251,144433.0
8.0,1259,144233.0
8.1,1268,144066.0
8.2,1277,143900.0
8.3,1286,143733.0
8.4,1297,143566.0
8.5,1316,143433.0
9.6,1317,143433.0
9.7,1318,143433.0
9.8,1320,143433.0
9.9,1323,143433.0
8.5,1327,143400.0
8.6,1330,143400.0
8.5,1335,143400.0
8.6,1375,143233.0
8.7,1425,143066.0
8.8,1439,143000.0
5.8,1448,142866.0
5.9,1457,142700.0
6.0,1466,142566.0
5.9,1474,142500.0
6.1,1476,142500.0
5.8,1477,142500.0
6.1,1481,142500.0
5.8,1485,142466.0
6.1,1508,142333.0
6.2,1526,142166.0
4.3,1536,142000.0
4.4,1548,141833.0
4.5,1549,141800.0
1.5,1561,141633.0
1.6,1570,141466.0
1.7,1582,141300.0
1.8,1591,141133.0
1.9,1602,140966.0
2.0,1610,140800.0
2.1,1620,140633.0
2.2,1633,140433.0
2.3,1641,140300.0
2.4,1652,140100.0
2.5,1663,139933.0
2.6,1668,139933.0
2.7,1670,139933.0
2.8,1671,139900.0
2.7,1675,139900.0
2.8,1677,139900.0
2.9,1679,139900.0
2.6,1680,139900.0
3.0,1681,139866.0
2.6,1697,139766.0
2.7,1708,139600.0
2.8,1718,139433.0
2.9,1728,139266.0
3.0,1733,139166.0
2.8,1737,139100.0
3.1,1749,138900.0
3.2,1759,138733.0
3.3,1768,138600.0
3.4,1779,138433.0
3.5,1789,138233.0
3.6,1797,138100.0
3.7,1806,137933.0
3.8,1820,137733.0
3.9,1829,137566.0
4.0,1837,137433.0
3.8,1839,137400.0
4.1,1850,137233.0
4.2,1897,137066.0
4.3,1948,136900.0
4.4,1969,136733.0
4.5,1979,136566.0
4.6,1991,136366.0
4.7,2001,136200.0
4.8,2010,136033.0
4.9,2022,135866.0
5.0,2030,135733.0
4.9,2032,135700.0
5.1,2041,135533.0
5.2,2052,135366.0
5.3,2062,135200.0
5.4,2072,135033.0
5.5,2081,134866.0
5.6,2092,134700.0
5.7,2102,134533.0
5.8,2110,134366.0
5.9,2118,134233.0
6.0,2131,134033.0
6.1,2147,133833.0
6.2,2150,133833.0
5.8,2151,133833.0
6.2,2153,133833.0
5.8,2154,133833.0
6.2,2184,133666.0
6.3,2193,133500.0
6.4,2203,133333.0
6.5,2218,133233.0
4.5,2224,133133.0
4.6,2233,132966.0
4.7,2240,132800.0
4.8,2245,132633.0
4.9,2252,132500.0
5.0,2259,132300.0
5.1,2266,132066.0
5.2,2272,131966.0
5.3,2276,131800.0
5.4,2282,131600.0
5.5,2289,131466.0
5.6,2296,131300.0
5.7,2301,131133.0
5.8,2304,130966.0
5.9,2311,130800.0
6.0,2319,130566.0
6.1,2325,130433.0
6.2,2333,130200.0
6.3,2337,130066.0
6.4,2343,129933.0
6.5,2349,129766.0
6.6,2356,129566.0
6.7,2362,129400.0
6.8,2367,129233.0
6.9,2372,129100.0
7.0,2378,128866.0
7.1,2385,128733.0
7.2,2390,128566.0
7.3,2397,128366.0
7.4,2402,128233.0
7.5,2408,128066.0
7.6,2413,127900.0
7.7,2419,127733.0
7.8,2425,127566.0
7.9,2432,127400.0
8.0,2440,127166.0
8.1,2445,127033.0
8.2,2452,126866.0
8.3,2462,126700.0
8.4,2472,126533.0
8.5,2488,126366.0
6.7,2489,126333.0
5.6,2495,126233.0
6.7,2497,126200.0
5.7,2510,126000.0
5.8,2517,125866.0
5.9,2531,125666.0
6.0,2539,125500.0
6.1,2549,125333.0
6.2,2555,125266.0
6.4,2556,125266.0
6.5,2557,125266.0
6.6,2558,125266.0
7.1,2562,125233.0
7.0,2565,125200.0
6.2,2567,125166.0
7.2,2569,125133.0
7.3,2571,125100.0
4.9,2573,125033.0
7.3,2574,125033.0
7.4,2577,125000.0
4.3,2578,124966.0
4.4,2586,124833.0
4.5,2587,124833.0
4.4,2588,124800.0
4.5,2597,124633.0
4.6,2608,124466.0
4.7,2618,124300.0
4.8,2630,124100.0
4.9,2639,123966.0
5.0,2649,123800.0
4.9,2650,123766.0
5.1,2659,123633.0
5.2,2673,123433.0
5.3,2681,123266.0
5.4,2689,123133.0
5.5,2699,122966.0
5.6,2708,122800.0
5.7,2719,122633.0
5.8,2725,122566.0
6.1,2726,122566.0
6.3,2727,122533.0
